cell_type,gene_id,gene_name,gene_biotype,FC,FDR
Neu-NRGN-I,ENSG00000164951,PDP1,protein_coding,1.5552418781471,1.17513248166944E-193
Neu-NRGN-I,ENSG00000132718,SYT11,protein_coding,1.57830148058663,3.73977422269651E-190
Neu-NRGN-I,ENSG00000102409,BEX4,protein_coding,1.53917177571678,1.04534342114377E-188
Neu-NRGN-I,ENSG00000242173,ARHGDIG,protein_coding,1.40086408553194,6.71490279755687E-188
Neu-NRGN-I,ENSG00000221890,NPTXR,protein_coding,1.77382967506431,1.31335495810892E-187
Neu-NRGN-I,ENSG00000092096,SLC22A17,protein_coding,1.59015798692884,8.42843704340763E-187
Neu-NRGN-I,ENSG00000130540,SULT4A1,protein_coding,1.53160745109079,3.6496947885053E-186
Neu-NRGN-I,ENSG00000054356,PTPRN,protein_coding,1.55966164089029,4.76922327724255E-186
Neu-NRGN-I,ENSG00000184009,ACTG1,protein_coding,1.52934707565707,3.35019883028943E-184
Neu-NRGN-I,ENSG00000165023,DIRAS2,protein_coding,1.56280071526355,1.21164785278387E-183
Neu-NRGN-I,ENSG00000185518,SV2B,protein_coding,1.64039989527279,1.05456369167834E-182
Neu-NRGN-I,ENSG00000164924,YWHAZ,protein_coding,1.57485280796677,2.42372893016071E-182
Neu-NRGN-I,ENSG00000172270,BSG,protein_coding,1.5464465155799,5.35761818270778E-182
Neu-NRGN-I,ENSG00000110955,ATP5B,protein_coding,1.52070865150055,3.7797114682109E-181
Neu-NRGN-I,ENSG00000176788,BASP1,protein_coding,1.54667091211519,5.04175122587164E-181
Neu-NRGN-I,ENSG00000188191,PRKAR1B,protein_coding,1.58751888733375,1.19126676281211E-179
Neu-NRGN-I,ENSG00000127824,TUBA4A,protein_coding,1.44774872701061,2.13195300065692E-179
Neu-NRGN-I,ENSG00000084234,APLP2,protein_coding,1.56925374196783,3.8874143109026E-179
Neu-NRGN-I,ENSG00000254999,BRK1,protein_coding,1.43384617524463,7.30991593607851E-179
Neu-NRGN-I,ENSG00000169567,HINT1,protein_coding,1.54562433055429,1.11153366325381E-178
Neu-NRGN-I,ENSG00000071553,ATP6AP1,protein_coding,1.43973511344758,7.40804717260708E-178
Neu-NRGN-I,ENSG00000112335,SNX3,protein_coding,1.44024162422309,1.68093827893407E-177
Neu-NRGN-I,ENSG00000174437,ATP2A2,protein_coding,1.52605352854288,2.42284751329605E-176
Neu-NRGN-I,ENSG00000130294,KIF1A,protein_coding,1.52506994887178,6.08829009279832E-176
Neu-NRGN-I,ENSG00000160932,LY6E,protein_coding,1.34960110072877,3.38894548604941E-175
Neu-NRGN-I,ENSG00000058404,CAMK2B,protein_coding,1.54542939153187,7.86375494919271E-175
Neu-NRGN-I,ENSG00000113558,SKP1,protein_coding,1.50526497682342,5.47472602762773E-174
Neu-NRGN-I,ENSG00000144834,TAGLN3,protein_coding,1.49559011772264,5.81212475266922E-174
Neu-NRGN-I,ENSG00000124785,NRN1,protein_coding,1.34956896009364,6.52040743583835E-174
Neu-NRGN-I,ENSG00000109971,HSPA8,protein_coding,1.49058654767199,1.17538410907307E-173
Neu-NRGN-I,ENSG00000189241,TSPYL1,protein_coding,1.55844879621491,2.32622339130297E-173
Neu-NRGN-I,ENSG00000136531,SCN2A,protein_coding,1.48421847698376,5.3442507092645E-173
Neu-NRGN-I,ENSG00000180155,LYNX1,protein_coding,1.32958933917896,7.24837136669087E-173
Neu-NRGN-I,ENSG00000162545,CAMK2N1,protein_coding,1.62914472892383,8.06076729466439E-173
Neu-NRGN-I,ENSG00000174684,B4GAT1,protein_coding,1.43043629230965,1.39082871757805E-172
Neu-NRGN-I,ENSG00000172247,C1QTNF4,protein_coding,1.41226012591341,3.56112640095558E-171
Neu-NRGN-I,ENSG00000136238,RAC1,protein_coding,1.41773007682932,2.86277821975289E-170
Neu-NRGN-I,ENSG00000109180,OCIAD1,protein_coding,1.48334823821637,3.72833206925278E-170
Neu-NRGN-I,ENSG00000100321,SYNGR1,protein_coding,1.46680911093009,5.60341102282826E-170
Neu-NRGN-I,ENSG00000101856,PGRMC1,protein_coding,1.45850546403713,7.95107248530108E-170
Neu-NRGN-I,ENSG00000081189,MEF2C,protein_coding,1.26314362889449,1.73498302805144E-167
Neu-NRGN-I,ENSG00000197043,ANXA6,protein_coding,1.34135181277855,6.91336237915401E-167
Neu-NRGN-I,ENSG00000176749,CDK5R1,protein_coding,1.44173572332803,6.30731731813312E-166
Neu-NRGN-I,ENSG00000171159,C9orf16,protein_coding,1.4251859843795,5.80182094712841E-165
Neu-NRGN-I,ENSG00000176884,GRIN1,protein_coding,1.61950784460389,8.29833705309038E-165
Neu-NRGN-I,ENSG00000089199,CHGB,protein_coding,1.36714886077685,3.07152355903794E-164
Neu-NRGN-I,ENSG00000114573,ATP6V1A,protein_coding,1.47163412842574,3.81256854845532E-164
Neu-NRGN-I,ENSG00000142168,SOD1,protein_coding,1.46484732537115,4.45091548014552E-163
Neu-NRGN-I,ENSG00000157087,ATP2B2,protein_coding,1.54449308654675,4.93413456896205E-162
Neu-NRGN-I,ENSG00000176171,BNIP3,protein_coding,1.31777416932023,7.92801364165706E-162
Neu-NRGN-I,ENSG00000143761,ARF1,protein_coding,1.39542221131026,1.51809503547114E-161
Neu-NRGN-I,ENSG00000108946,PRKAR1A,protein_coding,1.3937213608145,7.47786193259553E-161
Neu-NRGN-I,ENSG00000213190,MLLT11,protein_coding,1.36113732891121,1.36251831743557E-160
Neu-NRGN-I,ENSG00000008056,SYN1,protein_coding,1.4152411428551,5.74038478481802E-160
Neu-NRGN-I,ENSG00000159720,ATP6V0D1,protein_coding,1.34724776837566,7.52356657769121E-160
Neu-NRGN-I,ENSG00000153130,SCOC,protein_coding,1.36706893519695,7.63456114473667E-160
Neu-NRGN-I,ENSG00000134590,FAM127A,protein_coding,1.31395053366564,2.28686038053474E-159
Neu-NRGN-I,ENSG00000105404,RABAC1,protein_coding,1.34618924083104,4.94787566371059E-159
Neu-NRGN-I,ENSG00000188229,TUBB4B,protein_coding,1.27337772023343,5.5291848477689E-156
Neu-NRGN-I,ENSG00000164733,CTSB,protein_coding,1.34541582359648,2.62955529777818E-155
Neu-NRGN-I,ENSG00000101460,MAP1LC3A,protein_coding,1.3899285214688,2.28915748330516E-153
Neu-NRGN-I,ENSG00000097021,ACOT7,protein_coding,1.32993890431664,9.14024213499851E-153
Neu-NRGN-I,ENSG00000087460,GNAS,protein_coding,1.40771140067078,1.6274206641178E-152
Neu-NRGN-I,ENSG00000104833,TUBB4A,protein_coding,1.37844380313696,2.6669555654262E-152
Neu-NRGN-I,ENSG00000086300,SNX10,protein_coding,1.34702585488881,1.49288813099346E-151
Neu-NRGN-I,ENSG00000120694,HSPH1,protein_coding,1.41549485569888,3.83875777517504E-151
Neu-NRGN-I,ENSG00000074800,ENO1,protein_coding,1.34575478869541,4.39545828310437E-150
Neu-NRGN-I,ENSG00000197102,DYNC1H1,protein_coding,1.39938232786283,5.19927679665555E-149
Neu-NRGN-I,ENSG00000128524,ATP6V1F,protein_coding,1.29210155851397,5.51879796074665E-149
Neu-NRGN-I,ENSG00000129990,SYT5,protein_coding,1.21396582836889,6.24495066008524E-149
Neu-NRGN-I,ENSG00000221946,FXYD7,protein_coding,1.26944080260511,3.3979159568389E-148
Neu-NRGN-I,ENSG00000159164,SV2A,protein_coding,1.41138882123831,7.45308550359075E-148
Neu-NRGN-I,ENSG00000075415,SLC25A3,protein_coding,1.25093376640557,8.06347904331924E-148
Neu-NRGN-I,ENSG00000173812,EIF1,protein_coding,1.3678158907672,5.10085081759996E-147
Neu-NRGN-I,ENSG00000167468,GPX4,protein_coding,1.33207896511495,4.76659172736376E-146
Neu-NRGN-I,ENSG00000143774,GUK1,protein_coding,1.3126958418979,3.90388629814674E-145
Neu-NRGN-I,ENSG00000166448,TMEM130,protein_coding,1.32233267855506,5.33591003601634E-145
Neu-NRGN-I,ENSG00000165943,MOAP1,protein_coding,1.16310891231593,7.11159391001228E-145
Neu-NRGN-I,ENSG00000162188,GNG3,protein_coding,1.32393143977679,2.62078927203061E-144
Neu-NRGN-I,ENSG00000111726,CMAS,protein_coding,1.21301056686632,6.27679065915662E-144
Neu-NRGN-I,ENSG00000078902,TOLLIP,protein_coding,1.28606821519046,1.28814324975221E-143
Neu-NRGN-I,ENSG00000105568,PPP2R1A,protein_coding,1.33731628024585,1.47507814833868E-143
Neu-NRGN-I,ENSG00000022355,GABRA1,protein_coding,1.45172956037225,1.95343018755199E-143
Neu-NRGN-I,ENSG00000178719,GRINA,protein_coding,1.24582022364759,4.8241553502404E-143
Neu-NRGN-I,ENSG00000130770,ATPIF1,protein_coding,1.32661531023843,5.72898608014232E-143
Neu-NRGN-I,ENSG00000132341,RAN,protein_coding,1.17480602863064,7.90036257924419E-142
Neu-NRGN-I,ENSG00000042753,AP2S1,protein_coding,1.20889309154886,1.72420770014525E-141
Neu-NRGN-I,ENSG00000172115,CYCS,protein_coding,1.27394401136275,1.18172299547206E-140
Neu-NRGN-I,ENSG00000130748,TMEM160,protein_coding,1.28775213391442,1.67451336272237E-140
Neu-NRGN-I,ENSG00000135916,ITM2C,protein_coding,1.30982420914872,2.03395684571881E-140
Neu-NRGN-I,ENSG00000004059,ARF5,protein_coding,1.09185140386663,2.71542269355468E-140
Neu-NRGN-I,ENSG00000233954,UQCRHL,protein_coding,1.12716865166409,5.51123618362471E-140
Neu-NRGN-I,ENSG00000112697,TMEM30A,protein_coding,1.25622248489651,3.07547616592681E-139
Neu-NRGN-I,ENSG00000102226,USP11,protein_coding,1.31573173556435,6.14514879719849E-139
Neu-NRGN-I,ENSG00000113387,SUB1,protein_coding,1.32881527741623,1.52714543041281E-138
Neu-NRGN-I,ENSG00000164076,CAMKV,protein_coding,1.2569422944401,1.99558598182673E-138
Neu-NRGN-I,ENSG00000120053,GOT1,protein_coding,1.2624970112608,2.73633751737227E-138
Neu-NRGN-I,ENSG00000074590,NUAK1,protein_coding,1.33348302258899,2.6735598260233E-137
Neu-NRGN-I,ENSG00000183199,HSP90AB3P,processed_pseudogene,1.06009056181638,3.82003009560291E-137
Neu-NRGN-I,ENSG00000174748,RPL15,protein_coding,1.29781416912562,4.19521111788196E-136
Neu-NRGN-I,ENSG00000112186,CAP2,protein_coding,1.40349943762105,6.90423830056736E-136
Neu-NRGN-I,ENSG00000050165,DKK3,protein_coding,1.31184390100877,1.18711516991908E-135
Neu-NRGN-I,ENSG00000106615,RHEB,protein_coding,1.23089928340607,1.81736705001807E-135
Neu-NRGN-I,ENSG00000107758,PPP3CB,protein_coding,1.32164491239658,1.58919693431256E-134
Neu-NRGN-I,ENSG00000144746,ARL6IP5,protein_coding,1.28415755101313,4.42854324597966E-134
Neu-NRGN-I,ENSG00000158828,PINK1,protein_coding,1.1482861000151,5.46283772422652E-134
Neu-NRGN-I,ENSG00000198961,PJA2,protein_coding,1.32876911043444,1.53846920991501E-133
Neu-NRGN-I,ENSG00000173267,SNCG,protein_coding,1.19780423334001,2.70983460679302E-133
Neu-NRGN-I,ENSG00000103316,CRYM,protein_coding,1.25794710135568,6.63944913776456E-133
Neu-NRGN-I,ENSG00000131437,KIF3A,protein_coding,1.31312910102399,1.22766469071306E-132
Neu-NRGN-I,ENSG00000131100,ATP6V1E1,protein_coding,1.23920196569026,1.83563209058801E-132
Neu-NRGN-I,ENSG00000159335,PTMS,protein_coding,1.18825291209169,5.95625116941866E-132
Neu-NRGN-I,ENSG00000140319,SRP14,protein_coding,1.29281469030661,8.24227517784177E-132
Neu-NRGN-I,ENSG00000034713,GABARAPL2,protein_coding,1.17838417807652,1.50282484723913E-131
Neu-NRGN-I,ENSG00000111716,LDHB,protein_coding,1.2648958497286,1.93790242542137E-131
Neu-NRGN-I,ENSG00000189043,NDUFA4,protein_coding,1.33838757952649,7.71142358594192E-131
Neu-NRGN-I,ENSG00000106089,STX1A,protein_coding,1.22969606772153,1.87802547686664E-130
Neu-NRGN-I,ENSG00000184524,CEND1,protein_coding,1.19457361124839,3.02164353027062E-130
Neu-NRGN-I,ENSG00000100030,MAPK1,protein_coding,1.32000513595457,5.63157627493195E-130
Neu-NRGN-I,ENSG00000186577,C6orf1,protein_coding,1.05377985726924,6.32691295841327E-128
Neu-NRGN-I,ENSG00000108309,RUNDC3A,protein_coding,1.19501078981112,9.88035984382724E-128
Neu-NRGN-I,ENSG00000106367,AP1S1,protein_coding,1.09760044776872,1.48336075735557E-127
Neu-NRGN-I,ENSG00000114902,SPCS1,protein_coding,1.09746233454266,2.22813896017864E-127
Neu-NRGN-I,ENSG00000224411,HSP90AA2P,processed_pseudogene,1.07701025736517,4.98629110464023E-127
Neu-NRGN-I,ENSG00000163956,LRPAP1,protein_coding,1.0864007254654,2.38055569630742E-126
Neu-NRGN-I,ENSG00000136003,ISCU,protein_coding,1.06644635251934,5.1780274295414E-126
Neu-NRGN-I,ENSG00000096092,TMEM14A,protein_coding,1.1531219103551,1.84649210975611E-125
Neu-NRGN-I,ENSG00000121905,HPCA,protein_coding,1.17882355022301,2.61847885282182E-125
Neu-NRGN-I,ENSG00000232112,TMA7,protein_coding,1.2098189801818,3.61828073874131E-125
Neu-NRGN-I,ENSG00000123119,NECAB1,protein_coding,1.35313434616304,1.06448221833945E-124
Neu-NRGN-I,ENSG00000198513,ATL1,protein_coding,1.26575641639836,2.02267158759304E-124
Neu-NRGN-I,ENSG00000198689,SLC9A6,protein_coding,1.17586904497822,3.21176260173024E-124
Neu-NRGN-I,ENSG00000020129,NCDN,protein_coding,1.2346033194684,3.32642148255821E-124
Neu-NRGN-I,ENSG00000173726,TOMM20,protein_coding,1.17175407637799,3.32642148255821E-124
Neu-NRGN-I,ENSG00000198794,SCAMP5,protein_coding,1.26874620854742,5.15666206050545E-124
Neu-NRGN-I,ENSG00000069329,VPS35,protein_coding,1.17051542431549,8.09358354768512E-124
Neu-NRGN-I,ENSG00000184076,UQCR10,protein_coding,1.19829392283457,1.42238544660324E-123
Neu-NRGN-I,ENSG00000139182,CLSTN3,protein_coding,1.2636021442173,9.18144897382354E-123
Neu-NRGN-I,ENSG00000124140,SLC12A5,protein_coding,1.24168251694494,1.09457609188932E-122
Neu-NRGN-I,ENSG00000176871,WSB2,protein_coding,1.11094158773051,3.234187452756E-122
Neu-NRGN-I,ENSG00000102804,TSC22D1,protein_coding,1.24986553511146,6.62192889049986E-122
Neu-NRGN-I,ENSG00000123091,RNF11,protein_coding,1.19702019424141,5.77433501960391E-121
Neu-NRGN-I,ENSG00000184277,TM2D3,protein_coding,1.14788053568302,6.2726644940926E-121
Neu-NRGN-I,ENSG00000119125,GDA,protein_coding,1.22275692435069,1.0681415346906E-120
Neu-NRGN-I,ENSG00000127445,PIN1,protein_coding,1.12306869835942,1.99867791195925E-120
Neu-NRGN-I,ENSG00000250479,CHCHD10,protein_coding,1.08177259641663,4.16888200811824E-119
Neu-NRGN-I,ENSG00000055163,CYFIP2,protein_coding,1.24503813746782,1.47376560262846E-118
Neu-NRGN-I,ENSG00000069424,KCNAB2,protein_coding,1.09673166228643,1.59784820014904E-118
Neu-NRGN-I,ENSG00000084731,KIF3C,protein_coding,1.16555297532663,1.86738116382043E-118
Neu-NRGN-I,ENSG00000183036,PCP4,protein_coding,1.28889685852983,4.45172256110009E-118
Neu-NRGN-I,ENSG00000184515,BEX5,protein_coding,1.11462040997709,5.01642789937233E-118
Neu-NRGN-I,ENSG00000155980,KIF5A,protein_coding,1.12805719811473,6.08231311214827E-117
Neu-NRGN-I,ENSG00000155097,ATP6V1C1,protein_coding,1.11089135654304,9.52011342293962E-117
Neu-NRGN-I,ENSG00000185787,MORF4L1,protein_coding,1.21822840206778,4.54337000623002E-116
Neu-NRGN-I,ENSG00000154518,ATP5G3,protein_coding,1.07721966083534,7.01502190664333E-116
Neu-NRGN-I,ENSG00000131143,COX4I1,protein_coding,1.20988524728689,1.42983315233171E-115
Neu-NRGN-I,ENSG00000107742,SPOCK2,protein_coding,1.15716639278145,2.18114482721014E-114
Neu-NRGN-I,ENSG00000118160,SLC8A2,protein_coding,1.11693434093145,4.72986518547934E-114
Neu-NRGN-I,ENSG00000100138,SNU13,protein_coding,1.07501279972975,2.92903607063564E-113
Neu-NRGN-I,ENSG00000106123,EPHB6,protein_coding,1.08919875085686,3.54911134033143E-113
Neu-NRGN-I,ENSG00000198053,SIRPA,protein_coding,1.15108732309244,4.27238057652342E-113
Neu-NRGN-I,ENSG00000127184,COX7C,protein_coding,1.22767644604916,1.21705102956715E-112
Neu-NRGN-I,ENSG00000204681,GABBR1,protein_coding,1.19483954388159,1.70592524123309E-112
Neu-NRGN-I,ENSG00000173598,NUDT4,protein_coding,1.05120073550542,4.15081853545627E-112
Neu-NRGN-I,ENSG00000141367,CLTC,protein_coding,1.21530533551034,4.50125321967314E-112
Neu-NRGN-I,ENSG00000078668,VDAC3,protein_coding,1.07309227434077,6.24489638620582E-112
Neu-NRGN-I,ENSG00000197106,SLC6A17,protein_coding,1.14245448639959,7.46684395594253E-112
Neu-NRGN-I,ENSG00000186462,NAP1L2,protein_coding,1.04618937656549,9.74837218982718E-112
Neu-NRGN-I,ENSG00000089693,MLF2,protein_coding,1.03951380586244,1.97609454418795E-111
Neu-NRGN-I,ENSG00000179456,ZBTB18,protein_coding,1.15407047388183,1.84067374294302E-110
Neu-NRGN-I,ENSG00000174521,TTC9B,protein_coding,1.07492132126238,2.01994088473548E-110
Neu-NRGN-I,ENSG00000101182,PSMA7,protein_coding,1.00116271532392,2.69468263151672E-110
Neu-NRGN-I,ENSG00000128564,VGF,protein_coding,1.05606528117886,1.21444801450598E-109
Neu-NRGN-I,ENSG00000136928,GABBR2,protein_coding,1.21170075184082,6.11337877790616E-109
Neu-NRGN-I,ENSG00000105701,FKBP8,protein_coding,1.14124903881092,1.27676938986951E-108
Neu-NRGN-I,ENSG00000136888,ATP6V1G1,protein_coding,1.04120359284469,5.69686518141759E-108
Neu-NRGN-I,ENSG00000162734,PEA15,protein_coding,1.05347626234029,7.85403972245315E-108
Neu-NRGN-I,ENSG00000070831,CDC42,protein_coding,1.10145505854802,7.96761015624441E-108
Neu-NRGN-I,ENSG00000137312,FLOT1,protein_coding,1.0392219928237,2.40273681421213E-107
Neu-NRGN-I,ENSG00000164061,BSN,protein_coding,1.12804802166947,3.65957472059764E-107
Neu-NRGN-I,ENSG00000140264,SERF2,protein_coding,1.13702797433879,4.55955215195486E-107
Neu-NRGN-I,ENSG00000117906,RCN2,protein_coding,1.06630822741412,1.28910547880357E-106
Neu-NRGN-I,ENSG00000006210,CX3CL1,protein_coding,1.06893884605389,1.89671590604421E-106
Neu-NRGN-I,ENSG00000008952,SEC62,protein_coding,1.19148833912238,9.67998231558261E-106
Neu-NRGN-I,ENSG00000145864,GABRB2,protein_coding,1.25785480906464,1.20662245940289E-105
Neu-NRGN-I,ENSG00000171951,SCG2,protein_coding,1.13472579053426,1.49477711993415E-105
Neu-NRGN-I,ENSG00000063180,CA11,protein_coding,1.09840723865274,1.75823685866884E-105
Neu-NRGN-I,ENSG00000104964,AES,protein_coding,1.05375189516638,2.38390910199842E-104
Neu-NRGN-I,ENSG00000125827,TMX4,protein_coding,1.05476390446683,4.52033527363933E-104
Neu-NRGN-I,ENSG00000138757,G3BP2,protein_coding,1.1305345334128,2.06551870721462E-103
Neu-NRGN-I,ENSG00000184613,NELL2,protein_coding,1.1845743780763,8.6555607252202E-103
Neu-NRGN-I,ENSG00000089737,DDX24,protein_coding,1.10129158131423,3.28438197151791E-101
Neu-NRGN-I,ENSG00000102471,NDFIP2,protein_coding,1.10819674870627,3.86468864946745E-101
Neu-NRGN-I,ENSG00000015592,STMN4,protein_coding,1.08150223222761,5.22713082686764E-100
Neu-NRGN-I,ENSG00000072832,CRMP1,protein_coding,1.07479748748991,5.51828454678921E-100
Neu-NRGN-I,ENSG00000240694,PNMA2,protein_coding,1.07936817457884,2.04690550069166E-99
Neu-NRGN-I,ENSG00000106537,TSPAN13,protein_coding,1.00480824555642,5.6568649271205E-99
Neu-NRGN-I,ENSG00000117600,PLPPR4,protein_coding,1.17022100294107,6.41616155833389E-99
Neu-NRGN-I,ENSG00000143198,MGST3,protein_coding,1.06386850937854,1.37224891675001E-97
Neu-NRGN-I,ENSG00000110427,KIAA1549L,protein_coding,1.12560733839691,2.11901938572655E-97
Neu-NRGN-I,ENSG00000105270,CLIP3,protein_coding,1.02739430886595,2.28282420725918E-97
Neu-NRGN-I,ENSG00000121753,ADGRB2,protein_coding,1.01183810067914,4.65303814896754E-97
Neu-NRGN-I,ENSG00000061918,GUCY1B3,protein_coding,1.01835835438568,1.22794858086915E-95
Neu-NRGN-I,ENSG00000164187,LMBRD2,protein_coding,1.01669697440143,2.41380275707575E-95
Neu-NRGN-I,ENSG00000177511,ST8SIA3,protein_coding,1.00803015695501,2.59285945477303E-95
Neu-NRGN-I,ENSG00000152932,RAB3C,protein_coding,1.16104099418166,4.02379096513573E-95
Neu-NRGN-I,ENSG00000087086,FTL,protein_coding,1.11398755369316,5.63519041861537E-94
Neu-NRGN-I,ENSG00000138071,ACTR2,protein_coding,1.09518367054341,1.16146131746016E-93
Neu-NRGN-I,ENSG00000170315,UBB,protein_coding,1.0667112464446,2.16310778827548E-91
Neu-NRGN-I,ENSG00000109670,FBXW7,protein_coding,1.11770348088183,2.10230881392007E-90
Neu-NRGN-I,ENSG00000157152,SYN2,protein_coding,1.15850579664234,1.00138874768696E-89
Neu-NRGN-I,ENSG00000108953,YWHAE,protein_coding,1.06259232495097,4.20038141218142E-89
Neu-NRGN-I,ENSG00000135940,COX5B,protein_coding,1.00072708155139,1.00076921714086E-88
Neu-NRGN-I,ENSG00000054793,ATP9A,protein_coding,1.06424174793376,1.61578519825004E-88
Neu-NRGN-I,ENSG00000112290,WASF1,protein_coding,1.07639432196677,5.83565564390595E-87
Neu-NRGN-I,ENSG00000215105,TTC3P1,processed_pseudogene,1.01980581936863,5.75474762039668E-86
Neu-NRGN-I,ENSG00000124422,USP22,protein_coding,1.00161449347179,1.30258047266284E-84
Neu-NRGN-I,ENSG00000124172,ATP5E,protein_coding,1.03762706723108,1.88201591507257E-84
Neu-NRGN-I,ENSG00000170500,LONRF2,protein_coding,1.04556533018548,4.49436824981693E-83
Neu-NRGN-I,ENSG00000187109,NAP1L1,protein_coding,1.03931741666729,1.07193072499828E-80
Neu-NRGN-II,ENSG00000067715,SYT1,protein_coding,3.05917191665807,0
Neu-NRGN-II,ENSG00000102003,SYP,protein_coding,2.7063651922822,0
Neu-NRGN-II,ENSG00000115310,RTN4,protein_coding,2.15486314159118,0
Neu-NRGN-II,ENSG00000128245,YWHAH,protein_coding,2.67546949318987,0
Neu-NRGN-II,ENSG00000128656,CHN1,protein_coding,3.26601666120329,0
Neu-NRGN-II,ENSG00000128989,ARPP19,protein_coding,2.77719324225381,0
Neu-NRGN-II,ENSG00000131711,MAP1B,protein_coding,2.82551275805157,0
Neu-NRGN-II,ENSG00000132639,SNAP25,protein_coding,2.51908505144083,0
Neu-NRGN-II,ENSG00000133169,BEX1,protein_coding,2.64732772611887,0
Neu-NRGN-II,ENSG00000133318,RTN3,protein_coding,2.56403608614077,0
Neu-NRGN-II,ENSG00000139970,RTN1,protein_coding,2.82875157211655,0
Neu-NRGN-II,ENSG00000154096,THY1,protein_coding,2.89367992374008,0
Neu-NRGN-II,ENSG00000160014,CALM3,protein_coding,2.60620924657576,0
Neu-NRGN-II,ENSG00000171617,ENC1,protein_coding,3.00386690440025,0
Neu-NRGN-II,ENSG00000198668,CALM1,protein_coding,2.8207666554402,0
Neu-NRGN-II,ENSG00000096384,HSP90AB1,protein_coding,2.44331636431453,0
Neu-NRGN-II,ENSG00000123416,TUBA1B,protein_coding,2.59636100575692,0
Neu-NRGN-II,ENSG00000143153,ATP1B1,protein_coding,2.6187046897161,0
Neu-NRGN-II,ENSG00000171603,CLSTN1,protein_coding,2.45303679475088,0
Neu-NRGN-II,ENSG00000117632,STMN1,protein_coding,2.4979527035378,0
Neu-NRGN-II,ENSG00000105696,TMEM59L,protein_coding,2.50221488633284,0
Neu-NRGN-II,ENSG00000163032,VSNL1,protein_coding,2.61082157786716,0.34365459868015E-307
Neu-NRGN-II,ENSG00000154146,NRGN,protein_coding,2.74468532000282,1.56720971930386E-304
