"IlmnID"	"CETS.seqnames"	"CETS.start"	"CETS.end"	"CETS.strand"	"neuron"	"glia"	"region_type"	"symbol"	"CpG_Gene_Region"	"Endothelial_Genes"	"GabaPV_Genes"	"GabaRelnCalb_Genes"	"GabaVIPReln_Genes"	"Microglia_Genes"	"Microglia_activation_Genes"	"Microglia_deactivation_Genes"	"Oligo_Genes"	"OligoPrecursors_Genes"	"Pyramidal_Genes"	"Astrocyte_Genes"
"cg20163324"	"chr17"	41158762	41158762	"+"	0.461048571600176	0.191821929788238	"Promoters"	"IFI35"	"cg20163324_IFI35_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg08370077"	"chr16"	851288	851288	"-"	0.727613400075808	0.319757327410456	"Up1to5Kb"	"GNG13"	"cg08370077_GNG13_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14100184"	"chr16"	851298	851298	"-"	0.621638028128857	0.267046980479907	"Up1to5Kb"	"GNG13"	"cg14100184_GNG13_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19457477"	"chr19"	39108609	39108609	"+"	0.711735675656013	0.246125391591678	"Up1to5Kb"	"EIF3K"	"cg19457477_EIF3K_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg24337786"	"chr19"	39108672	39108672	"+"	0.552506122079028	0.226346790005651	"Up1to5Kb"	"EIF3K"	"cg24337786_EIF3K_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01741999"	"chr2"	219137824	219137824	"-"	0.639323840153154	0.303651550882528	"Up1to5Kb"	"AAMP"	"cg01741999_AAMP_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg00536924"	"chr7"	93551004	93551004	"+"	0.334746506532365	0.115177213194022	"Promoters"	"GNG11"	"cg00536924_GNG11_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07232612"	"chr7"	93551012	93551012	"+"	0.464079331695941	0.193529839798217	"Promoters"	"GNG11"	"cg07232612_GNG11_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg08236022"	"chr7"	93551014	93551014	"+"	0.580520573933964	0.205243799371718	"Promoters"	"GNG11"	"cg08236022_GNG11_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg03786743"	"chr4"	53727781	53727781	"+"	0.227532354722535	0.502562669514141	"Promoters"	"RASL11B"	"cg03786743_RASL11B_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg03314604"	"chr22"	37956293	37956293	"+"	0.64955204974167	0.154240350033438	"Promoters"	"CDC42EP1"	"cg03314604_CDC42EP1_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19953843"	"chr22"	29168388	29168388	"+"	0.455058436237502	0.84222835751272	"Promoters"	"CCDC117"	"cg19953843_CCDC117_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg27481555"	"chr7"	102553369	102553369	"+"	0.7552625971002	0.244301219245844	"Promoters"	"LRRC17"	"cg27481555_LRRC17_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14215748"	"chr11"	14522100	14522100	"-"	0.538131366459631	0.0782701657100065	"Up1to5Kb"	"COPB1"	"cg14215748_COPB1_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26705574"	"chr14"	24836219	24836219	"+"	0.658005698938791	0.192423619109828	"Up1to5Kb"	"NFATC4"	"cg26705574_NFATC4_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg13536265"	"chr14"	24836539	24836539	"+"	0.738008046083094	0.208634417410631	"Promoters"	"NFATC4"	"cg13536265_NFATC4_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07492924"	"chr16"	433825	433825	"-"	0.802044171275309	0.42589885638501	"Up1to5Kb"	"PGAP6"	"cg07492924_PGAP6_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19055803"	"chr19"	12947164	12947164	"+"	0.407551918234843	0.15979083483901	"Up1to5Kb"	"MAST1"	"cg19055803_MAST1_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg25838818"	"chr2"	108905173	108905173	"+"	0.824588206010482	0.372693898001497	"Promoters"	"SULT1C2"	"cg25838818_SULT1C2_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07086112"	"chr8"	22853394	22853394	"+"	0.399205117459595	0.737358215295641	"Up1to5Kb"	"RHOBTB2"	"cg07086112_RHOBTB2_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg00817377"	"chr7"	73441057	73441057	"+"	0.658472102509314	0.211507721795937	"Up1to5Kb"	"ELN"	"cg00817377_ELN_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01414403"	"chr22"	18275680	18275680	"-"	0.588206526243199	0.921840342908416	"Up1to5Kb"	"MICAL3"	"cg01414403_MICAL3_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14128973"	"chr19"	11649462	11649462	"+"	0.463286143399098	0.160619702716294	"Promoters"	"CNN1"	"cg14128973_CNN1_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15237152"	"chr19"	11649631	11649631	"+"	0.494160293393384	0.12973946395611	"Promoters"	"CNN1"	"cg15237152_CNN1_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg13312094"	"chr19"	19321359	19321359	"+"	0.883699378001032	0.620197966770283	"Up1to5Kb"	"NCAN"	"cg13312094_NCAN_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04459545"	"chr19"	17375685	17375685	"-"	0.818702192276967	0.570907716356099	"Promoters"	"USHBP1"	"cg04459545_USHBP1_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg03678098"	"chr20"	61054887	61054887	"-"	0.65019223606731	0.279120029501063	"Up1to5Kb"	"GATA5"	"cg03678098_GATA5_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg00333622"	"chr20"	33459477	33459477	"+"	0.236414286758391	0.643508643913693	"Up1to5Kb"	"ACSS2"	"cg00333622_ACSS2_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg03383006"	"chr17"	42992924	42992924	"-"	0.798533752065497	0.326202030540043	"Promoters"	"GFAP"	"cg03383006_GFAP_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"
"cg12229979"	"chr19"	17190259	17190259	"-"	0.717033239747986	0.121327974755756	"Up1to5Kb"	"HAUS8"	"cg12229979_HAUS8_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26416971"	"chr5"	80529100	80529100	"+"	0.636547679229601	0.317947804783185	"Promoters"	"CKMT2"	"cg26416971_CKMT2_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg12827530"	"chr5"	80529121	80529121	"+"	0.533909245172884	0.176952045743275	"Promoters"	"CKMT2"	"cg12827530_CKMT2_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16177693"	"chr1"	27240669	27240669	"-"	0.799104641467791	0.558580627123824	"Promoters"	"NR0B2"	"cg16177693_NR0B2_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg09799571"	"chr1"	26735874	26735874	"+"	0.676219874273724	0.232859737079311	"Up1to5Kb"	"LIN28A"	"cg09799571_LIN28A_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10769253"	"chr1"	26736064	26736064	"+"	0.360021263415103	0.0719812271708571	"Up1to5Kb"	"LIN28A"	"cg10769253_LIN28A_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26616083"	"chr1"	26736154	26736154	"+"	0.377270483368711	0.12964495120393	"Up1to5Kb"	"LIN28A"	"cg26616083_LIN28A_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19921355"	"chr19"	14049093	14049093	"-"	0.660906479658515	0.377710418815669	"Promoters"	"PODNL1"	"cg19921355_PODNL1_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15712267"	"chr19"	14629905	14629905	"-"	0.416405743152294	0.819258109717751	"Promoters"	"DNAJB1"	"cg15712267_DNAJB1_Promoters"	NA	NA	NA	NA	"Yes"	NA	NA	NA	NA	NA	NA
"cg04100395"	"chr17"	6984187	6984187	"-"	0.878863374839584	0.478414181500417	"Up1to5Kb"	"CLEC10A"	"cg04100395_CLEC10A_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11150559"	"chr1"	156589031	156589031	"+"	0.637757487067814	0.201079054778291	"Promoters"	"HAPLN2"	"cg11150559_HAPLN2_Promoters"	NA	NA	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA
"cg27485084"	"chr18"	40857693	40857693	"-"	0.267461599850615	0.878841212101615	"Promoters"	"SYT4"	"cg27485084_SYT4_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg18085517"	"chr15"	31394285	31394285	"-"	0.819662976119059	0.258725567375431	"Up1to5Kb"	"TRPM1"	"cg18085517_TRPM1_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg25814752"	"chr12"	56106386	56106386	"+"	0.818525813950076	0.407003500630822	"Up1to5Kb"	"AC009779.3"	"cg25814752_AC009779.3_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26320090"	"chr12"	52765000	52765000	"-"	0.784186170775232	0.341423201302991	"Up1to5Kb"	"KRT85"	"cg26320090_KRT85_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg23978557"	"chr6"	109760819	109760819	"+"	0.259119687889554	0.734612897598265	"Up1to5Kb"	"SMPD2"	"cg23978557_SMPD2_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"
"cg20811607"	"chr6"	109760831	109760831	"+"	0.302975557900923	0.83060372315101	"Up1to5Kb"	"SMPD2"	"cg20811607_SMPD2_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"
"cg23617760"	"chr16"	84681507	84681507	"+"	0.520627727020355	0.776427456986763	"Promoters"	"KLHL36"	"cg23617760_KLHL36_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg25728166"	"chr2"	231084965	231084965	"-"	0.507182427194483	0.0689568323238568	"Up1to5Kb"	"SP110"	"cg25728166_SP110_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01329789"	"chr2"	219157515	219157515	"-"	0.815786932600799	0.401659552949542	"Up1to5Kb"	"TMBIM1"	"cg01329789_TMBIM1_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04488758"	"chr12"	95945366	95945366	"-"	0.762852978504131	0.278281244803233	"Up1to5Kb"	"USP44"	"cg04488758_USP44_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14565151"	"chr12"	95945384	95945384	"-"	0.721021049208244	0.286921741276235	"Up1to5Kb"	"USP44"	"cg14565151_USP44_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05483875"	"chr7"	2439960	2439960	"+"	0.459662856961197	0.131084363332373	"Up1to5Kb"	"CHST12"	"cg05483875_CHST12_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07042014"	"chr14"	24783620	24783620	"-"	0.832250767288054	0.486348199845515	"Up1to5Kb"	"CIDEB"	"cg07042014_CIDEB_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"
"cg20157577"	"chr17"	61780203	61780203	"-"	0.431196022379453	0.837603006102892	"Up1to5Kb"	"LIMD2"	"cg20157577_LIMD2_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg27582124"	"chr2"	158114185	158114185	"+"	0.612813466282059	0.205923400417533	"Promoters"	"GALNT5"	"cg27582124_GALNT5_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10479672"	"chr2"	113810641	113810641	"-"	0.834957208966127	0.57499858845219	"Promoters"	"IL36B"	"cg10479672_IL36B_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg25390440"	"chr2"	127413369	127413369	"+"	0.786345427500545	0.261308315935592	"Promoters"	"GYPC"	"cg25390440_GYPC_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14320496"	"chr9"	127960209	127960209	"+"	0.461369816286977	0.89641567496124	"Up1to5Kb"	"RABEPK"	"cg14320496_RABEPK_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04140974"	"chr6"	18387360	18387360	"+"	0.581472602726472	0.327020151171731	"Promoters"	"RNF144B"	"cg04140974_RNF144B_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg03821689"	"chr11"	117748187	117748187	"-"	0.227217254285673	0.739667069937433	"Up1to5Kb"	"FXYD6"	"cg03821689_FXYD6_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11856002"	"chr10"	105215188	105215188	"-"	0.477486649378962	0.806219435619768	"Up1to5Kb"	"CALHM2"	"cg11856002_CALHM2_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg08314603"	"chr12"	81471311	81471311	"+"	0.567854531094763	0.209917618733948	"Promoters"	"ACSS3"	"cg08314603_ACSS3_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg20692998"	"chr1"	214159203	214159203	"+"	0.22194326690191	0.775388878916207	"Up1to5Kb"	"PROX1"	"cg20692998_PROX1_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg02343275"	"chr1"	212589072	212589072	"-"	0.806419946909563	0.29153547995784	"Promoters"	"PACC1"	"cg02343275_PACC1_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16460860"	"chr17"	17744282	17744282	"-"	0.758246003903008	0.200975147079396	"Up1to5Kb"	"SREBF1"	"cg16460860_SREBF1_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	NA	NA
"cg10378667"	"chr12"	122326303	122326303	"+"	0.158565218735257	0.425651691881733	"Promoters"	"PSMD9"	"cg10378667_PSMD9_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04482760"	"chr15"	49339272	49339272	"-"	0.473305657484425	0.893770722587785	"Up1to5Kb"	"SECISBP2L"	"cg04482760_SECISBP2L_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04813911"	"chr15"	65503889	65503889	"-"	0.661085228066501	0.280722277041602	"Up1to5Kb"	"CILP"	"cg04813911_CILP_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04436755"	"chr15"	74218767	74218767	"+"	0.664143899797509	0.123958171576987	"Promoters"	"LOXL1"	"cg04436755_LOXL1_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14435807"	"chr15"	74218780	74218780	"+"	0.554952532897172	0.0919510032183037	"Promoters"	"LOXL1"	"cg14435807_LOXL1_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16515546"	"chr16"	1022411	1022411	"-"	0.807057582376255	0.388294358522893	"Up1to5Kb"	"LMF1"	"cg16515546_LMF1_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg03164805"	"chr16"	1024326	1024326	"-"	0.613758304179846	0.181794152270474	"Up1to5Kb"	"LMF1"	"cg03164805_LMF1_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05831242"	"chr16"	834043	834043	"+"	0.676518184212628	0.336419545300984	"Up1to5Kb"	"CHTF18"	"cg05831242_CHTF18_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg00532411"	"chr1"	6241506	6241506	"-"	0.524820428016767	0.265968476401868	"Up1to5Kb"	"CHD5"	"cg00532411_CHD5_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg20708842"	"chr5"	127875163	127875163	"-"	0.609509326845319	0.139808677417316	"Up1to5Kb"	"FBN2"	"cg20708842_FBN2_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	NA	NA
"cg25245261"	"chr8"	144640507	144640507	"+"	0.636958294042795	0.239095975179307	"Promoters"	"GSDMD"	"cg25245261_GSDMD_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05991401"	"chr17"	72741152	72741152	"+"	0.70018771130237	0.204917979643491	"Up1to5Kb"	"SLC9A3R1"	"cg05991401_SLC9A3R1_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg22713958"	"chr17"	76976245	76976245	"-"	0.701578068118308	0.212472512745339	"Promoters"	"LGALS3BP"	"cg22713958_LGALS3BP_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg25178683"	"chr17"	76976267	76976267	"-"	0.698296024029713	0.202780957157719	"Promoters"	"LGALS3BP"	"cg25178683_LGALS3BP_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg03100024"	"chr19"	42571402	42571402	"-"	0.43159291551951	0.77600623048866	"Up1to5Kb"	"GRIK5"	"cg03100024_GRIK5_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01549069"	"chr19"	4338807	4338807	"+"	0.547560269042427	0.239412174255002	"Up1to5Kb"	"MPND"	"cg01549069_MPND_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg08464513"	"chr16"	30136024	30136024	"-"	0.247086698103006	0.714493591768118	"Up1to5Kb"	"MAPK3"	"cg08464513_MAPK3_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11115427"	"chr10"	13342610	13342610	"-"	0.285774166755125	0.0905291789746127	"Promoters"	"PHYH"	"cg11115427_PHYH_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg17907056"	"chr10"	30638503	30638503	"-"	0.225762439515816	0.654455990919413	"Promoters"	"MTPAP"	"cg17907056_MTPAP_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26335620"	"chr19"	48215149	48215149	"+"	0.738651378342861	0.407701070092921	"Up1to5Kb"	"EHD2"	"cg26335620_EHD2_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg17063929"	"chr11"	89224799	89224799	"-"	0.551849060482587	0.149415167715493	"Promoters"	"NOX4"	"cg17063929_NOX4_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg00839584"	"chr2"	113542091	113542091	"-"	0.588702577387457	0.242568914797718	"Promoters"	"IL1A"	"cg00839584_IL1A_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg22538557"	"chr19"	48021503	48021503	"-"	0.853616856558451	0.460786694679251	"Up1to5Kb"	"NAPA"	"cg22538557_NAPA_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10499172"	"chr11"	126173246	126173246	"+"	0.312936375887033	0.744593713010206	"Promoters"	"DCPS"	"cg10499172_DCPS_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg17631150"	"chr11"	126173261	126173261	"+"	0.270575087420207	0.69783329137475	"Promoters"	"DCPS"	"cg17631150_DCPS_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14224786"	"chr9"	138627787	138627787	"+"	0.30110289471009	0.667480669883116	"Promoters"	"KCNT1"	"cg14224786_KCNT1_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg25020204"	"chr9"	136500234	136500234	"+"	0.379640805451295	0.837054816162014	"Up1to5Kb"	"DBH"	"cg25020204_DBH_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg03642362"	"chr19"	848896	848896	"+"	0.708718701665017	0.325361095936605	"Up1to5Kb"	"ELANE"	"cg03642362_ELANE_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15026998"	"chr2"	160761622	160761622	"-"	0.71378631565241	0.394272250199841	"Promoters"	"LY75"	"cg15026998_LY75_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg23910098"	"chr11"	3187534	3187534	"-"	0.625405288638121	0.977174382331623	"Up1to5Kb"	"OSBPL5"	"cg23910098_OSBPL5_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg00531748"	"chr4"	55992689	55992689	"-"	0.81378092436148	0.453190819847845	"Promoters"	"KDR"	"cg00531748_KDR_Promoters"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg02855983"	"chr1"	201252324	201252324	"+"	0.37002121758033	0.0687004532191616	"Promoters"	"PKP1"	"cg02855983_PKP1_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg09581611"	"chr16"	67978158	67978158	"-"	0.671083027509159	0.250151114864597	"Up1to5Kb"	"LCAT"	"cg09581611_LCAT_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"
"cg01817009"	"chr16"	67978182	67978182	"-"	0.763366881424627	0.257514603337928	"Up1to5Kb"	"LCAT"	"cg01817009_LCAT_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"
"cg02564259"	"chr16"	67978429	67978429	"-"	0.785986138329943	0.260908257084563	"Up1to5Kb"	"LCAT"	"cg02564259_LCAT_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"
"cg08944929"	"chr16"	67979129	67979129	"-"	0.781159739536646	0.417604504139548	"Up1to5Kb"	"LCAT"	"cg08944929_LCAT_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"
"cg19485804"	"chr2"	233878714	233878714	"-"	0.506759755418649	0.915480170007066	"Up1to5Kb"	"NGEF"	"cg19485804_NGEF_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg22989958"	"chr2"	74783039	74783039	"-"	0.872043553559915	0.576147844463918	"Up1to5Kb"	"LOXL3"	"cg22989958_LOXL3_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg02878216"	"chr2"	202097093	202097093	"+"	0.573051998747744	0.0803068093558744	"Up1to5Kb"	"CASP8"	"cg02878216_CASP8_Up1to5Kb"	NA	NA	NA	NA	"Yes"	NA	NA	NA	NA	NA	NA
"cg14210454"	"chr19"	463460	463460	"-"	0.546969314509911	0.870255560880289	"Up1to5Kb"	"SHC2"	"cg14210454_SHC2_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10371155"	"chr17"	37561101	37561101	"-"	0.612752228813972	0.87552099069817	"Up1to5Kb"	"FBXL20"	"cg10371155_FBXL20_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16536718"	"chr5"	44390215	44390215	"-"	0.512552023791001	0.13491386100968	"Up1to5Kb"	"FGF10"	"cg16536718_FGF10_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04432009"	"chr19"	13213688	13213688	"-"	0.417468134330462	0.196937083183417	"Up1to5Kb"	"LYL1"	"cg04432009_LYL1_Up1to5Kb"	NA	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA	NA
"cg02011446"	"chr19"	13213716	13213716	"-"	0.424058348199008	0.176612887267535	"Up1to5Kb"	"LYL1"	"cg02011446_LYL1_Up1to5Kb"	NA	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA	NA
"cg26594419"	"chr19"	10122776	10122776	"-"	0.659294155102096	0.281765377537837	"Up1to5Kb"	"COL5A3"	"cg26594419_COL5A3_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11874323"	"chr3"	111804830	111804830	"+"	0.690740795837793	0.364433946349183	"Promoters"	"C3orf52"	"cg11874323_C3orf52_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14018690"	"chr3"	111804832	111804832	"+"	0.585018046945574	0.252002262944052	"Promoters"	"C3orf52"	"cg14018690_C3orf52_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg21572731"	"chr3"	111804981	111804981	"+"	0.412022592032641	0.215763032015176	"Promoters"	"C3orf52"	"cg21572731_C3orf52_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05570980"	"chr3"	111804983	111804983	"+"	0.386330343140082	0.198174772348617	"Promoters"	"C3orf52"	"cg05570980_C3orf52_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11138929"	"chr3"	113251189	113251189	"+"	0.12561459973976	0.316486671407523	"Promoters"	"SIDT1"	"cg11138929_SIDT1_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05571820"	"chr4"	5709858	5709858	"+"	0.451344091462564	0.202602170672071	"Up1to5Kb"	"EVC"	"cg05571820_EVC_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14479198"	"chr5"	80255793	80255793	"+"	0.414740272614247	0.689586186607557	"Promoters"	"RASGRF2"	"cg14479198_RASGRF2_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19586881"	"chr5"	172756999	172756999	"-"	0.361366066449376	0.136845425748657	"Up1to5Kb"	"STC2"	"cg19586881_STC2_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg12439977"	"chr5"	172759099	172759099	"-"	0.842195881823221	0.157095510301902	"Up1to5Kb"	"STC2"	"cg12439977_STC2_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg17684906"	"chr5"	172384830	172384830	"+"	0.740936818468512	0.406740925579772	"Up1to5Kb"	"RPL26L1"	"cg17684906_RPL26L1_Up1to5Kb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15810415"	"chr4"	111397134	111397134	"+"	0.156118085694222	0.657788823020601	"Promoters"	"ENPEP"	"cg15810415_ENPEP_Promoters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
